,Rooms,Type,Price,Method,SellerG,Sold_Year,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
16028,4,h,1035000.0,S,Jas,2017,6.3,2.0,3.0,463.0,Maribyrnong City Council,Western Metropolitan,6543.0
16030,3,h,855000.0,S,Nelson,2017,3.0,2.0,1.0,92.0,Yarra City Council,Northern Metropolitan,4019.0
16031,3,h,1210000.0,S,Nelson,2017,7.5,1.0,6.0,645.0,Moonee Valley City Council,Western Metropolitan,1543.0
16032,3,u,737500.0,SP,Brad,2017,10.4,2.0,2.0,143.0,Moonee Valley City Council,Western Metropolitan,3464.0
16034,4,h,1425000.0,S,Nelson,2017,10.4,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,3464.0
16035,3,h,905000.0,S,Jellis,2017,10.4,1.0,2.0,573.0,Moonee Valley City Council,Western Metropolitan,3464.0
16036,3,h,526500.0,S,Ray,2017,14.0,1.0,2.0,529.0,Brimbank City Council,Western Metropolitan,1899.0
16038,2,u,685000.0,PI,Greg,2017,3.0,1.0,0.0,324.0,Port Phillip City Council,Southern Metropolitan,3280.0
16039,3,h,1800000.0,VB,Greg,2017,3.0,1.0,1.0,130.0,Port Phillip City Council,Southern Metropolitan,3280.0
16040,2,h,1515000.0,S,Marshall,2017,3.0,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,3280.0
16041,4,h,1800000.0,S,Thomas,2017,5.7,1.0,2.0,605.0,Darebin City Council,Northern Metropolitan,2211.0
16042,1,h,330000.0,VB,Nelson,2017,5.7,1.0,1.0,60.0,Darebin City Council,Northern Metropolitan,2211.0
16043,3,h,1020000.0,SP,Greg,2017,11.0,1.0,2.0,570.0,Hobsons Bay City Council,Western Metropolitan,5301.0
16044,3,h,1280000.0,S,Barlow,2017,11.0,1.0,1.0,798.0,Hobsons Bay City Council,Western Metropolitan,5301.0
16046,3,h,825000.0,S,Raine,2017,9.4,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
16047,3,h,875000.0,S,Sweeney,2017,9.4,1.0,4.0,563.0,Hobsons Bay City Council,Western Metropolitan,5132.0
16048,5,h,5925000.0,S,Marshall,2017,6.3,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
16051,3,h,1010000.0,S,Brad,2017,4.3,2.0,1.0,150.0,Moonee Valley City Council,Western Metropolitan,6567.0
16053,3,u,819000.0,S,Nelson,2017,4.3,2.0,1.0,166.0,Moonee Valley City Council,Western Metropolitan,6567.0
16054,3,h,990000.0,S,Brad,2017,4.3,1.0,0.0,196.0,Moonee Valley City Council,Western Metropolitan,6567.0
16055,3,t,1200000.0,S,Jellis,2017,4.3,2.0,2.0,198.0,Moonee Valley City Council,Western Metropolitan,6567.0
16056,3,h,1375000.0,S,Brad,2017,4.3,1.0,2.0,483.0,Moonee Valley City Council,Western Metropolitan,6567.0
16057,3,h,1100000.0,PI,hockingstuart,2017,4.3,2.0,2.0,239.0,Moonee Valley City Council,Western Metropolitan,6567.0
16058,3,h,1850000.0,S,Marshall,2017,10.2,2.0,2.0,720.0,Boroondara City Council,Southern Metropolitan,3052.0
16059,4,h,1425000.0,S,Buxton,2017,10.2,1.0,2.0,778.0,Monash City Council,Southern Metropolitan,2894.0
16061,4,h,773000.0,S,Moonee,2017,9.5,2.0,2.0,344.0,Moonee Valley City Council,Western Metropolitan,4502.0
16062,3,h,1475000.0,S,Gary,2017,6.4,2.0,1.0,147.0,Port Phillip City Council,Southern Metropolitan,2952.0
16063,5,h,2180000.0,PI,Jellis,2017,7.9,3.0,2.0,646.0,Boroondara City Council,Southern Metropolitan,5682.0
16065,3,h,1280000.0,S,Marshall,2017,7.9,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5682.0
16066,2,h,1231000.0,S,Marshall,2017,7.9,1.0,1.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5682.0
16067,2,h,1500000.0,VB,Fletchers,2017,9.7,1.0,1.0,943.0,Boroondara City Council,Southern Metropolitan,7809.0
16069,5,h,3200000.0,VB,Jellis,2017,9.7,3.0,2.0,836.0,Boroondara City Council,Southern Metropolitan,7809.0
16071,2,u,682000.0,S,hockingstuart,2017,9.7,1.0,1.0,140.0,Boroondara City Council,Southern Metropolitan,7809.0
16072,2,h,1453000.0,S,Fletchers,2017,9.7,1.0,1.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,7809.0
16073,4,h,1863000.0,S,Fletchers,2017,9.7,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,7809.0
16074,4,h,1700000.0,S,hockingstuart,2017,9.7,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,7809.0
16075,4,h,1030000.0,S,Philip,2017,23.2,2.0,2.0,1094.0,Knox City Council,Eastern Metropolitan,5030.0
16078,3,u,700000.0,VB,Noel,2017,23.2,2.0,2.0,535.0,Maroondah City Council,Eastern Metropolitan,3598.0
16079,4,h,675000.0,SP,LJ,2017,39.8,2.0,2.0,1031.0,Cardinia Shire Council,Eastern Victoria,973.0
16081,2,t,945000.0,S,Chisholm,2017,17.3,1.0,1.0,593.4889333778223,Bayside City Council,Southern Metropolitan,5366.0
16083,5,h,1900000.0,VB,Buxton,2017,11.4,1.0,2.0,644.0,Glen Eira City Council,Southern Metropolitan,6795.0
16084,3,t,1303000.0,S,McGrath,2017,13.8,2.0,2.0,593.4889333778223,Glen Eira City Council,Southern Metropolitan,10969.0
16085,3,h,1410000.0,S,Buxton,2017,13.8,2.0,3.0,722.0,Glen Eira City Council,Southern Metropolitan,10969.0
16086,3,t,817000.0,S,Buxton,2017,13.8,1.0,2.0,332.0,Glen Eira City Council,Southern Metropolitan,10969.0
16087,4,h,1815000.0,S,hockingstuart,2017,13.8,3.0,2.0,933.0,Glen Eira City Council,Southern Metropolitan,10969.0
16089,3,h,1225000.0,SP,Buxton,2017,13.8,1.0,2.0,580.0,Glen Eira City Council,Southern Metropolitan,10969.0
16090,4,t,1430000.0,S,McGrath,2017,13.8,2.0,2.0,593.4889333778223,Glen Eira City Council,Southern Metropolitan,10969.0
16091,3,h,690000.0,S,Harcourts,2017,35.2,2.0,2.0,703.0,Casey City Council,Eastern Victoria,17093.0
16092,3,h,880000.0,PI,Fletchers,2017,13.4,1.0,1.0,335.0,Whitehorse City Council,Eastern Metropolitan,5713.0
16093,4,h,1562000.0,S,Noel,2017,13.4,2.0,1.0,592.0,Whitehorse City Council,Eastern Metropolitan,5713.0
16094,3,t,1300000.0,PI,Jellis,2017,13.4,2.0,2.0,593.4889333778223,Whitehorse City Council,Eastern Metropolitan,5713.0
16095,3,h,1530000.0,S,Noel,2017,13.4,1.0,2.0,785.0,Whitehorse City Council,Eastern Metropolitan,5713.0
16099,3,h,1264000.0,S,Noel,2017,13.4,1.0,2.0,579.0,Whitehorse City Council,Eastern Metropolitan,4387.0
16100,6,h,2150500.0,PI,McGrath,2017,10.9,3.0,3.0,786.0,Whitehorse City Council,Eastern Metropolitan,4605.0
16101,3,h,1755000.0,S,Noel,2017,10.9,2.0,2.0,593.4889333778223,Whitehorse City Council,Eastern Metropolitan,4605.0
16102,3,h,810000.0,VB,GL,2017,8.6,1.0,2.0,649.0,Maribyrnong City Council,Western Metropolitan,3589.0
16103,2,h,570000.0,VB,Sweeney,2017,8.6,1.0,2.0,567.0,Maribyrnong City Council,Western Metropolitan,3589.0
16104,3,h,2655000.0,SP,Hodges,2017,10.5,2.0,2.0,697.0,Bayside City Council,Southern Metropolitan,10579.0
16105,3,t,3275000.0,SP,Marshall,2017,10.5,2.0,3.0,289.0,Bayside City Council,Southern Metropolitan,10579.0
16106,2,u,626000.0,SP,Buxton,2017,10.5,1.0,1.0,593.4889333778223,Bayside City Council,Southern Metropolitan,10579.0
16107,4,h,2720000.0,S,Marshall,2017,10.3,3.0,2.0,792.0,Bayside City Council,Southern Metropolitan,6938.0
16108,4,h,2000000.0,VB,Hodges,2017,10.3,2.0,2.0,593.4889333778223,Bayside City Council,Southern Metropolitan,6938.0
16109,4,h,2525000.0,S,Buxton,2017,10.3,2.0,2.0,725.0,Bayside City Council,Southern Metropolitan,6938.0
16110,4,h,1900000.0,VB,Gary,2017,10.3,2.0,2.0,593.4889333778223,Bayside City Council,Southern Metropolitan,6938.0
16111,3,h,1675000.0,S,Marshall,2017,10.3,2.0,2.0,593.4889333778223,Bayside City Council,Southern Metropolitan,6938.0
16113,4,h,1900000.0,S,Marshall,2017,10.3,2.0,2.0,593.4889333778223,Bayside City Council,Southern Metropolitan,6938.0
16114,3,h,1300000.0,VB,Buxton,2017,10.3,1.0,2.0,684.0,Bayside City Council,Southern Metropolitan,6938.0
16115,4,h,2450000.0,PI,Marshall,2017,10.3,2.0,2.0,593.4889333778223,Bayside City Council,Southern Metropolitan,6938.0
16117,3,h,1275000.0,PI,Woodards,2017,5.2,1.0,1.0,406.0,Moreland City Council,Northern Metropolitan,11918.0
16118,2,h,900000.0,VB,Nelson,2017,5.2,1.0,0.0,191.0,Moreland City Council,Northern Metropolitan,11918.0
16119,2,u,520000.0,SP,Jellis,2017,5.2,1.0,1.0,0.0,Moreland City Council,Northern Metropolitan,11918.0
16120,4,h,1275000.0,SP,Nelson,2017,5.2,2.0,2.0,593.4889333778223,Moreland City Council,Northern Metropolitan,11918.0
16121,3,h,1204000.0,S,Nelson,2017,5.2,1.0,0.0,186.0,Moreland City Council,Northern Metropolitan,11918.0
16122,2,h,730000.0,S,Nelson,2017,5.2,1.0,0.0,190.0,Moreland City Council,Northern Metropolitan,11918.0
16124,3,h,1075000.0,S,Peter,2017,4.0,2.0,2.0,593.4889333778223,Moreland City Council,Northern Metropolitan,5533.0
16125,4,h,1268000.0,SP,Alexkarbon,2017,5.2,2.0,2.0,645.0,Moreland City Council,Northern Metropolitan,7082.0
16126,3,h,1445000.0,S,Collins,2017,5.2,1.0,2.0,613.0,Moreland City Council,Northern Metropolitan,7082.0
16127,2,u,480000.0,PI,Brad,2017,5.2,1.0,1.0,593.4889333778223,Moreland City Council,Northern Metropolitan,7082.0
16128,3,h,796000.0,S,Barry,2017,12.1,2.0,2.0,534.0,Banyule City Council,Northern Metropolitan,10175.0
16129,4,h,769000.0,S,Barry,2017,12.1,2.0,2.0,662.0,Banyule City Council,Northern Metropolitan,10175.0
16130,3,h,690000.0,PI,Nelson,2017,12.1,1.0,2.0,513.0,Banyule City Council,Northern Metropolitan,10175.0
16132,3,h,960000.0,S,Ray,2017,12.1,2.0,2.0,593.4889333778223,Banyule City Council,Northern Metropolitan,10175.0
16134,3,h,1325000.0,S,Buxton,2017,10.4,1.0,1.0,756.0,Monash City Council,Southern Metropolitan,5678.0
16135,3,h,1052000.0,S,Buxton,2017,10.4,1.0,0.0,801.0,Monash City Council,Southern Metropolitan,5678.0
16139,2,u,525000.0,S,Sell,2017,7.7,1.0,1.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,8920.0
16140,2,u,555000.0,S,Jellis,2017,7.7,1.0,1.0,2685.0,Boroondara City Council,Southern Metropolitan,8920.0
16142,4,h,3100000.0,S,Jellis,2017,7.7,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,8920.0
16144,3,t,1381000.0,S,Jellis,2017,8.4,2.0,2.0,230.0,Boroondara City Council,Southern Metropolitan,3265.0
16145,4,h,2260000.0,S,Marshall,2017,8.4,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,3265.0
16147,3,h,1000000.0,PI,Jellis,2017,1.6,1.0,0.0,96.0,Melbourne City Council,Northern Metropolitan,6786.0
16148,2,u,720000.0,VB,Nelson,2017,1.6,1.0,1.0,3481.0,Melbourne City Council,Northern Metropolitan,6786.0
16150,3,h,1717500.0,S,Nelson,2017,3.5,1.0,0.0,202.0,Melbourne City Council,Northern Metropolitan,3106.0
16151,4,h,2400000.0,SP,Woodards,2017,3.5,1.0,1.0,163.0,Melbourne City Council,Northern Metropolitan,3106.0
16153,3,h,1950000.0,S,Nelson,2017,3.5,1.0,1.0,309.0,Melbourne City Council,Northern Metropolitan,3106.0
16154,2,t,817500.0,S,C21,2017,10.1,1.0,1.0,292.0,Glen Eira City Council,Southern Metropolitan,7822.0
16156,5,h,1150000.0,SP,RW,2017,14.8,5.0,4.0,688.0,Melton City Council,Western Metropolitan,7719.0
16157,3,u,590000.0,S,Mitchell,2017,31.2,1.0,1.0,179.0,Kingston City Council,South-Eastern Metropolitan,1989.0
16158,4,h,600000.0,S,Harcourts,2017,34.9,2.0,2.0,593.4889333778223,Frankston City Council,South-Eastern Metropolitan,8060.0
16160,2,h,811000.0,S,Gary,2017,8.7,1.0,1.0,593.4889333778223,Glen Eira City Council,Southern Metropolitan,2379.0
16161,3,h,1520000.0,PI,Marshall,2017,7.8,2.0,2.0,426.0,Glen Eira City Council,Southern Metropolitan,6923.0
16162,4,h,1700000.0,VB,Gary,2017,8.7,2.0,2.0,627.0,Glen Eira City Council,Southern Metropolitan,5051.0
16163,2,h,960000.0,S,RT,2017,8.7,1.0,3.0,294.0,Glen Eira City Council,Southern Metropolitan,5051.0
16164,4,h,732000.0,S,Buxton,2017,27.0,2.0,2.0,536.0,Kingston City Council,South-Eastern Metropolitan,2076.0
16165,3,h,800000.0,SP,Buxton,2017,17.9,1.0,1.0,366.0,Bayside City Council,Southern Metropolitan,9758.0
16166,3,h,877000.0,S,Ray,2017,17.9,1.0,2.0,533.0,Bayside City Council,Southern Metropolitan,9758.0
16167,4,h,1255000.0,S,Buxton,2017,17.9,2.0,4.0,712.0,Bayside City Council,Southern Metropolitan,9758.0
16168,3,h,900000.0,S,Barry,2017,17.9,1.0,2.0,537.0,Bayside City Council,Southern Metropolitan,9758.0
16169,2,u,750000.0,S,O'Brien,2017,17.9,1.0,1.0,593.4889333778223,Bayside City Council,Southern Metropolitan,9758.0
16170,3,h,1199000.0,S,C21,2017,17.9,2.0,2.0,552.0,Bayside City Council,Southern Metropolitan,9758.0
16171,4,h,1500000.0,S,Buxton,2017,17.9,2.0,3.0,724.0,Bayside City Council,Southern Metropolitan,9758.0
16172,3,h,786000.0,S,Noel,2017,27.1,2.0,2.0,593.4889333778223,Yarra Ranges Shire Council,Eastern Victoria,3789.0
16173,10,h,2115000.0,S,Harcourts,2017,16.7,5.0,5.0,593.4889333778223,Monash City Council,South-Eastern Metropolitan,5837.0
16174,3,u,780000.0,SP,Buxton,2017,16.7,2.0,1.0,318.0,Monash City Council,South-Eastern Metropolitan,5837.0
16178,3,h,862500.0,S,Raine,2017,6.7,1.0,2.0,490.0,Darebin City Council,Northern Metropolitan,11204.0
16179,4,h,1020000.0,PI,Ray,2017,6.7,2.0,2.0,441.0,Darebin City Council,Northern Metropolitan,11204.0
16181,2,h,996000.0,S,Nelson,2017,6.7,1.0,1.0,476.0,Darebin City Council,Northern Metropolitan,11204.0
16182,3,h,1160000.0,PI,Nelson,2017,6.7,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,3445.0
16185,2,h,1095000.0,SP,Nelson,2017,2.0,1.0,0.0,151.0,Yarra City Council,Northern Metropolitan,4553.0
16187,2,t,750000.0,SP,Jellis,2017,2.0,1.0,1.0,593.4889333778223,Yarra City Council,Northern Metropolitan,4553.0
16188,3,h,390000.0,S,Barry,2017,17.4,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,1124.0
16189,3,h,421000.0,S,Raine,2017,20.6,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
16190,5,h,680000.0,PI,YPA,2017,20.6,3.0,2.0,646.0,Hume City Council,Northern Metropolitan,15510.0
16191,2,h,344700.0,S,Ray,2017,20.6,1.0,1.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
16192,4,h,492000.0,S,Ray,2017,20.6,2.0,2.0,479.0,Hume City Council,Northern Metropolitan,15510.0
16193,3,h,425000.0,S,Ray,2017,20.6,2.0,2.0,263.0,Hume City Council,Northern Metropolitan,15510.0
16194,3,h,460000.0,S,YPA,2017,20.6,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
16198,3,u,390000.0,S,Ray,2017,20.6,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
16199,5,h,1711000.0,S,Philip,2017,23.0,2.0,2.0,593.4889333778223,Maroondah City Council,Eastern Metropolitan,11925.0
16200,3,h,985500.0,S,McGrath,2017,23.0,1.0,2.0,973.0,Maroondah City Council,Eastern Metropolitan,11925.0
16201,3,h,720000.0,VB,McGrath,2017,23.0,2.0,2.0,815.0,Maroondah City Council,Eastern Metropolitan,11925.0
16202,4,h,860000.0,VB,McGrath,2017,23.0,3.0,2.0,907.0,Maroondah City Council,Eastern Metropolitan,11925.0
16204,3,h,408500.0,S,Raine,2017,14.0,1.0,2.0,584.0,Hume City Council,Northern Metropolitan,2246.0
16205,3,h,310000.0,S,Raine,2017,14.0,1.0,1.0,595.0,Hume City Council,Northern Metropolitan,2246.0
16206,3,h,620000.0,PI,McLennan,2017,24.7,1.0,4.0,597.0,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0
16209,4,h,650000.0,S,YPA,2017,14.8,2.0,2.0,709.0,Brimbank City Council,Western Metropolitan,6388.0
16210,2,h,592000.0,S,Stockdale,2017,14.8,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6388.0
16211,3,h,716000.0,S,Bells,2017,14.8,1.0,2.0,693.0,Brimbank City Council,Western Metropolitan,6388.0
16212,3,h,645000.0,S,FN,2017,14.8,1.0,2.0,586.0,Brimbank City Council,Western Metropolitan,6388.0
16213,3,h,588000.0,SP,Barry,2017,21.8,2.0,2.0,593.4889333778223,Nillumbik Shire Council,Northern Victoria,4258.0
16215,3,h,840000.0,S,Buxton,2017,22.2,2.0,2.0,542.0,Kingston City Council,South-Eastern Metropolitan,3940.0
16216,3,h,801000.0,SP,Ray,2017,22.2,2.0,1.0,526.0,Kingston City Council,South-Eastern Metropolitan,3940.0
16217,5,h,955000.0,S,Ray,2017,22.2,3.0,2.0,619.0,Kingston City Council,South-Eastern Metropolitan,3940.0
16219,3,u,830000.0,S,Ray,2017,14.3,2.0,2.0,593.4889333778223,Manningham City Council,Eastern Metropolitan,10999.0
16220,3,h,1255000.0,SA,Ray,2017,14.3,2.0,2.0,348.0,Manningham City Council,Eastern Metropolitan,10999.0
16221,4,h,2000000.0,S,Fletchers,2017,14.3,2.0,2.0,593.4889333778223,Manningham City Council,Eastern Metropolitan,10999.0
16222,3,h,1369000.0,S,Philip,2017,14.3,1.0,2.0,696.0,Manningham City Council,Eastern Metropolitan,10999.0
16224,3,h,902000.0,S,Hoskins,2017,16.1,1.0,2.0,649.0,Manningham City Council,Eastern Metropolitan,4790.0
16228,2,u,885000.0,S,Woodards,2017,1.3,1.0,1.0,1489.0,Melbourne City Council,Northern Metropolitan,3040.0
16233,3,h,967500.0,S,Morrison,2017,18.0,1.0,2.0,768.0,Banyule City Council,Eastern Metropolitan,2346.0
16234,4,h,890000.0,PI,Buckingham,2017,18.0,2.0,2.0,786.0,Banyule City Council,Eastern Metropolitan,2346.0
16235,3,h,1800000.0,VB,Gary,2017,7.2,2.0,2.0,188.0,Port Phillip City Council,Southern Metropolitan,8989.0
16237,2,h,1200000.0,S,Nelson,2017,7.5,1.0,2.0,470.0,Moonee Valley City Council,Western Metropolitan,9264.0
16238,2,u,720000.0,PI,Weda,2017,7.5,2.0,2.0,1523.0,Moonee Valley City Council,Western Metropolitan,9264.0
16239,2,u,410000.0,VB,McDonald,2017,7.5,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
16240,3,u,930000.0,S,Brad,2017,7.5,2.0,1.0,223.0,Moonee Valley City Council,Western Metropolitan,9264.0
16241,2,u,600000.0,S,Barry,2017,7.5,1.0,1.0,132.0,Moonee Valley City Council,Western Metropolitan,9264.0
16242,4,h,1360000.0,VB,Nelson,2017,7.5,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,9264.0
16243,3,h,1390000.0,S,Nelson,2017,7.5,1.0,2.0,793.0,Moonee Valley City Council,Western Metropolitan,588.0
16245,2,h,761000.0,S,Ray,2017,13.1,1.0,2.0,665.0,Hume City Council,Northern Metropolitan,5070.0
16246,3,h,650000.0,VB,Stockdale,2017,13.1,1.0,4.0,616.0,Hume City Council,Northern Metropolitan,5070.0
16247,2,u,700000.0,VB,Nelson,2017,2.1,1.0,1.0,470.0,Yarra City Council,Northern Metropolitan,5825.0
16249,2,h,1275000.0,SP,Nelson,2017,3.6,1.0,0.0,153.0,Moreland City Council,Northern Metropolitan,6244.0
16250,2,h,1680000.0,S,Nelson,2017,3.6,1.0,1.0,185.0,Moreland City Council,Northern Metropolitan,6244.0
16251,4,h,1340000.0,SP,Nelson,2017,3.4,2.0,1.0,302.0,Melbourne City Council,Northern Metropolitan,3593.0
16252,3,h,901000.0,PI,Sweeney,2017,5.1,2.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,7570.0
16253,3,t,849500.0,SP,Jas,2017,5.1,2.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,7570.0
16255,3,h,1071500.0,S,Noel,2017,15.4,2.0,2.0,593.4889333778223,Whitehorse City Council,Eastern Metropolitan,4385.0
16256,3,h,800000.0,VB,Noel,2017,15.4,1.0,2.0,617.0,Whitehorse City Council,Eastern Metropolitan,4385.0
16259,3,h,545000.0,S,O'Brien,2017,38.0,2.0,2.0,571.0,Frankston City Council,South-Eastern Metropolitan,17055.0
16260,3,h,570000.0,S,U,2017,38.0,1.0,2.0,537.0,Frankston City Council,South-Eastern Metropolitan,17055.0
16261,5,h,715000.0,S,Eview,2017,38.0,2.0,1.0,1424.0,Frankston City Council,South-Eastern Metropolitan,17055.0
16262,3,h,630000.0,S,Ray,2017,38.0,2.0,2.0,593.4889333778223,Frankston City Council,South-Eastern Metropolitan,17055.0
16263,3,h,700500.0,S,Eview,2017,38.0,2.0,2.0,593.4889333778223,Frankston City Council,South-Eastern Metropolitan,17055.0
16264,4,h,1700000.0,VB,Nicholas,2017,38.0,2.0,2.0,593.4889333778223,Frankston City Council,South-Eastern Metropolitan,17055.0
16265,3,h,860000.0,S,O'Brien,2017,38.0,2.0,3.0,4780.0,Frankston City Council,South-Eastern Metropolitan,7566.0
16267,3,h,653000.0,SP,Barry,2017,12.9,1.0,2.0,618.0,Hume City Council,Western Metropolitan,3285.0
16269,5,h,2862000.0,S,Jellis,2017,7.3,2.0,3.0,858.0,Boroondara City Council,Southern Metropolitan,10412.0
16270,5,h,2180000.0,SP,hockingstuart,2017,7.3,3.0,2.0,595.0,Boroondara City Council,Southern Metropolitan,10412.0
16272,3,t,1610000.0,S,Fletchers,2017,7.3,2.0,2.0,364.0,Boroondara City Council,Southern Metropolitan,10412.0
16273,4,h,2450000.0,S,Marshall,2017,7.3,3.0,2.0,910.0,Boroondara City Council,Southern Metropolitan,10412.0
16274,4,h,2210000.0,PI,Marshall,2017,7.3,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,10412.0
16275,4,h,2250000.0,VB,Jellis,2017,7.3,1.0,2.0,1110.0,Boroondara City Council,Southern Metropolitan,10412.0
16276,4,h,2155000.0,S,Marshall,2017,7.3,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,10412.0
16280,4,h,1420000.0,S,Ray,2017,16.7,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,15321.0
16283,3,h,1495000.0,S,Ray,2017,16.7,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,15321.0
16286,3,t,1125000.0,S,Ray,2017,16.7,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,15321.0
16287,4,h,995000.0,S,Ray,2017,16.7,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,15321.0
16290,4,h,1100000.0,SP,Alexkarbon,2017,11.2,2.0,2.0,1017.0,Moreland City Council,Northern Metropolitan,8870.0
16292,3,t,695000.0,S,Eview,2017,11.2,2.0,2.0,593.4889333778223,Moreland City Council,Northern Metropolitan,8870.0
16293,3,h,512000.0,S,Stockdale,2017,11.2,1.0,2.0,197.0,Moreland City Council,Northern Metropolitan,8870.0
16294,4,h,820000.0,VB,Nelson,2017,12.9,2.0,2.0,620.0,Moreland City Council,Western Metropolitan,1071.0
16295,5,h,1050000.0,VB,Morrison,2017,16.1,3.0,3.0,616.0,Banyule City Council,Northern Metropolitan,8524.0
16296,3,h,1326000.0,S,Nelson,2017,16.1,1.0,2.0,1020.0,Banyule City Council,Northern Metropolitan,8524.0
16297,3,h,895000.0,S,Morrison,2017,16.1,2.0,2.0,1036.0,Banyule City Council,Northern Metropolitan,8524.0
16298,3,h,730000.0,S,Morrison,2017,16.1,2.0,2.0,563.0,Banyule City Council,Northern Metropolitan,8524.0
16299,5,h,880000.0,VB,Barry,2017,16.1,3.0,2.0,789.0,Banyule City Council,Northern Metropolitan,8524.0
16300,4,h,925000.0,SP,Nelson,2017,16.1,2.0,2.0,1070.0,Banyule City Council,Northern Metropolitan,8524.0
16301,3,h,770000.0,PI,YPA,2017,20.4,2.0,2.0,775.0,Hume City Council,Northern Metropolitan,4864.0
16302,4,h,715000.0,S,YPA,2017,20.4,2.0,2.0,680.0,Hume City Council,Northern Metropolitan,4864.0
16303,4,h,840500.0,S,YPA,2017,20.4,2.0,2.0,494.0,Hume City Council,Northern Metropolitan,4864.0
16304,4,h,810000.0,SP,Jason,2017,20.4,2.0,3.0,990.0,Hume City Council,Northern Metropolitan,4864.0
